"id","title","vote_average","vote_count","status","release_date","revenue","runtime","adult","backdrop_path","budget","homepage","imdb_id","original_language","original_title","overview","popularity","poster_path","tagline","genres","production_companies","production_countries","spoken_languages","keywords"
"146233","Prisoners","8.091","10748","Released","2013-09-19","122126687","153","False","/tlK9mWLquPawoHT9jIWe9WGANKx.jpg","46000000","https://www.warnerbros.com/movies/prisoners","tt1392214","en","Prisoners","Keller Dover faces a parent's worst nightmare when his 6-year-old daughter, Anna, and her friend go missing. The only lead is an old motorhome that had been parked on their street. The head of the investigation, Detective Loki, arrests the driver, but a lack of evidence forces Loki to release his only suspect. Dover, knowing that his daughter's life is at stake, decides that he has no choice but to take matters into his own hands.","35.085","/tuZhZ6biFMr5n9YSVuHOJnNL1uU.jpg","Every moment matters.","Drama, Thriller, Crime","Madhouse Entertainment, Alcon Entertainment, 8:38 Productions, Warner Bros. Pictures, Summit Entertainment","United States of America","English","pennsylvania, usa, kidnapping, hostage, detective, maze, symbolism, investigation, georgia, beating, revenge, vigilante, rural area, crime scene, brutality, candlelight vigil, animal cruelty, neo-noir, sex offender, child abduction"
"73","American History X","8.352","10729","Released","1998-07-01","23875127","119","False","/9LSsSPbP715XT9B7acIZzantPyX.jpg","20000000","","tt0120586","en","American History X","Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.","36.427","/euypWkaYFOLW3e5rLIcTAjWnhhT.jpg","Some Legacies Must End.","Drama","New Line Cinema, Savoy Pictures, The Turman-Morrissey Company","United States of America","English","prison, neo-nazism, rape, skinhead, sibling relationship, swastika, brother, fascism, jail, school, los angeles, california, family, xenophobia, interracial friendship, nazism"
"138843","The Conjuring","7.541","10683","Released","2013-07-18","320406242","112","False","/aQCCpAIdWAp6wyFgjMry4okwrZo.jpg","13000000","http://theconjuring.warnerbros.com","tt1457767","en","The Conjuring","Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.","105.394","/wVYREutTvI2tmxr6ujrHT704wGF.jpg","Based on the true case files of the Warrens","Horror, Thriller","Evergreen Media Group, New Line Cinema, The Safran Company","United States of America","English","sibling relationship, 1970s, cellar, exorcism, haunted house, possession, satanism, rhode island, based on true story, paranormal investigation, crucifix, ghost, shocking, demonic, demonology, psychic vision, the conjuring universe"
"222935","The Fault in Our Stars","7.598","10655","Released","2014-05-16","307166834","126","False","/oQaVV7p916HO5MDI820zzs1pin9.jpg","14000000","","tt2582846","en","The Fault in Our Stars","Despite the tumor-shrinking medical miracle that has bought her a few years, Hazel has never been anything but terminal, her final chapter inscribed upon diagnosis. But when a patient named Augustus Waters suddenly appears at Cancer Kid Support Group, Hazel's story is about to be completely rewritten.","30.209","/ep7dF4QR4Mm39LI958V0XbwE0hK.jpg","","Romance, Drama","TSG Entertainment, Fox 2000 Pictures, Temple Hill Entertainment","United States of America","English","based on novel or book, support group, amsterdam, netherlands, cancer, valentine's day, star crossed lovers, teen drama, oxygen tank, based on young adult novel"
"11036","The Notebook","7.88","10629","Released","2004-06-25","115603229","123","False","/qom1SZSENdmHFNZBXbtJAU0WTlC.jpg","29000000","http://www.newline.com/properties/notebookthe.html","tt0332280","en","The Notebook","An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.","55.483","/rNzQyW4f8B8cQeg7Dgj3n6eT5k9.jpg","Behind every great love is a great story.","Romance, Drama","New Line Cinema, Avery Pix, Gran Via Productions","United States of America","English","secret love, based on novel or book, love of one's life, fight, poem, river, sadness, class, dementia, tears, candle, mailbox, valentine's day"
"76203","12 Years a Slave","7.945","10603","Released","2013-10-18","187000000","134","False","/4Bb1kMIfrT2tYRZ9M6Jhqy6gkeF.jpg","20000000","http://www.foxsearchlight.com/12yearsaslave","tt2024544","en","12 Years a Slave","In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.","34.808","/xdANQijuNrJaw1HA61rDccME4Tm.jpg","The extraordinary true story of Solomon Northup","Drama, History","New Regency Pictures, Plan B Entertainment, River Road Entertainment, Regency Enterprises, Film4 Productions","United States of America, United Kingdom","English","slavery, plantation, based on memoir or autobiography, violin player, physical abuse, black slave, usa history, slave owner, 19th century, sold into slavery, abolitionist, landowner, abuse of power, african american history"
"62","2001: A Space Odyssey","8.076","10575","Released","1968-04-02","71923560","149","False","/w5IDXtifKntw0ajv2co7jFlTQDM.jpg","12000000","http://2001spaceodysseymovie.com","tt0062622","en","2001: A Space Odyssey","Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.","48.932","/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg","The Ultimate Trip.","Science Fiction, Mystery, Adventure","Stanley Kubrick Productions, Metro-Goldwyn-Mayer","United Kingdom, United States of America","English, Russian","man vs machine, moon, jupiter, artificial intelligence (a.i.), based on novel or book, technology, super computer, space travel, space mission, moon base, astronaut, evolution, monolith, space station, space opera, 2000s"
"49530","In Time","6.953","10556","Released","2011-10-27","173930596","109","False","/kx2YVkcsnTnmF9XGTAj2NqEcHFG.jpg","40000000","","tt1637688","en","In Time","In the not-too-distant future the aging gene has been switched off. To avoid overpopulation, time has become the currency and the way people pay for luxuries and necessities. The rich can live forever, while the rest try to negotiate for their immortality. A poor young man who comes into a fortune of time, though too late to help his mother from dying. He ends up on the run from a corrupt police force known as 'time keepers'.","67.242","/3Mwj2sIONQckOZP3YwsUXF7U5I4.jpg","Time Is Power","Action, Thriller, Science Fiction","New Regency Pictures, Strike Entertainment","United States of America","English","future, race against time, immortality, bank, dystopia, time, love, on the run, class differences, cops and robbers , rich vs poor, in time"
"812","Aladdin","7.645","10547","Released","1992-11-25","504050219","95","False","/5OeY4U2rzePxWq2rkqMajUx2gz7.jpg","28000000","http://movies.disney.com/aladdin","tt0103639","en","Aladdin","Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street urchin Aladdin. The couple falls in love, although Jasmine may only marry a prince. After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.","52.027","/fhyun1mja3WwQsYr1a3x1x9BttP.jpg","Wish granted!","Animation, Family, Adventure, Fantasy, Romance","Walt Disney Pictures, Walt Disney Feature Animation","United States of America","English","princess, magic, tiger, cartoon, parrot, sultan, flying carpet, wish, musical, love, monkey, arab, aftercreditsstinger, genie, arabian nights, animal sidekick, magic lamp"
"490132","Green Book","8.242","10542","Released","2018-11-16","319700000","130","False","/2Xe9lISpwXKhvKiHttbFfVRERQX.jpg","23000000","http://GreenBookFilm.com","tt6966692","en","Green Book","Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.","34.768","/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg","Inspired by a True Friendship","Drama, Comedy","Participant, DreamWorks Pictures, Cinetic Media","United States of America","English, Italian, Russian","friendship, southern usa, road trip, racism, pianist, driver, lgbt, road movie, music tour, 1960s, roadtrip, feel good"
"38757","Tangled","7.599","10539","Released","2010-11-24","592461732","100","False","/cWczNud8Y8i8ab0Z4bxos4myWYO.jpg","260000000","http://disney.go.com/disneypictures/tangled/","tt0398286","en","Tangled","When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.","84.14","/ym7Kst6a4uodryxqbGOxmewF235.jpg","They're taking adventure to new lengths.","Animation, Family","Walt Disney Animation Studios, Walt Disney Pictures","United States of America","English","princess, magic, hostage, fairy tale, horse, musical, blonde, tower, selfishness, healing power, adventurer, based on fairy tale, duringcreditsstinger, healing gift, animal sidekick, magic land"
"8358","Cast Away","7.662","10531","Released","2000-12-22","429632142","143","False","/ioqaIhJSkwa9DGRHGtOOUTiGRs2.jpg","90000000","","tt0162222","en","Cast Away","Chuck Nolan, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia crashes at sea during a terrible storm. He's the only survivor, and finds himself marooned on a desolate island. With no way to escape, Chuck must find ways to survive in his new home.","32.387","/7lLJgKnAicAcR5UEuo8xhSMj18w.jpg","At the edge of the world, his journey begins.","Adventure, Drama","Playtone, ImageMovers, 20th Century Fox, DreamWorks Pictures","United States of America","Russian, English","exotic island, suicide attempt, volleyball, survival, loneliness, airplane crash, deserted island, tropical island"
"36657","X-Men","6.996","10530","Released","2000-07-13","296339527","104","False","/yGxMIIDSUvaXUjjJuIYZi40Jt3J.jpg","75000000","https://www.20thcenturystudios.com/movies/x-men","tt0120903","en","X-Men","Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.","1.259","/bRDAc4GogyS9ci3ow7UnInOcriN.jpg","Trust a few. Fear the rest.","Adventure, Action, Science Fiction","The Donners' Company, Bad Hat Harry Productions, 20th Century Fox","United States of America","English","superhero, mutant, based on comic, superhuman"
"93456","Despicable Me 2","6.916","10523","Released","2013-06-26","970761885","98","False","/4UvNG6JFaSzMLUXUsq62VcVjNhP.jpg","76000000","","tt1690953","en","Despicable Me 2","Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.","46.283","/5Fh4NdoEnCjCK9wLjdJ9DJNFl2b.jpg","Back 2 Work","Animation, Comedy, Family","Illumination, Universal Pictures","United States of America","English","parent child relationship, adoptive father, secret agent, bakery, sequel, falling in love, family, single father, audition, female agent, duringcreditsstinger, first date, supervillain, despicable, masked supervillain, illumination, minions"
"9502","Kung Fu Panda","7.24","10503","Released","2008-06-04","631744560","90","False","/vndouqEyQqpvvk0FwIlkfceblrh.jpg","130000000","http://www.kungfupanda.com/","tt0441773","en","Kung Fu Panda","When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.","52.866","/wWt4JYXTg5Wr3xBW2phBrMKgp3x.jpg","Prepare for awesomeness.","Action, Adventure, Animation, Family, Comedy","DreamWorks Animation, Paramount","United States of America","English","martial arts, kung fu, strong woman, china, tiger, bravery, restaurant, shop, panda, sensei, anthropomorphism, fighting, master, destiny, crane, aftercreditsstinger, wuxia, monkey warrior, viper, lighthearted, dramatic, intense, awestruck, earnest"
"1858","Transformers","6.8","10477","Released","2007-06-27","709709780","143","False","/77P56ZcL8M9Cw7FIptMIGjhNJoj.jpg","150000000","http://www.transformersmovie.com/","tt0418279","en","Transformers","Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.","10.172","/phAFhKOEhOGLIuH0brr5EenAckY.jpg","Their war. Our world.","Adventure, Science Fiction, Action","DreamWorks Pictures, di Bonaventura Pictures, Tom DeSanto/Don Murphy Production","United States of America","Spanish, English","transformation, destroy, alien, based on toy, robot, duringcreditsstinger, teenage hero, griffith observatory, transformers"
"601","E.T. the Extra-Terrestrial","7.512","10467","Released","1982-06-11","792965500","115","False","/9Kg322bGsEbmp94LjCCVGz3cpNw.jpg","10500000","http://www.et20.com/","tt0083866","en","E.T. the Extra-Terrestrial","An alien is left behind on Earth and saved by the 10-year-old Elliot who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliot, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.","50.334","/an0nD6uq6byfxXCfk6lQBzdL2J1.jpg","He is afraid. He is alone. He is three million light years from home.","Science Fiction, Adventure, Family, Fantasy","Universal Pictures, Amblin Entertainment","United States of America","English","farewell, space marine, operation, flying saucer, nasa, homesickness, loss of loved one, extraterrestrial technology, prosecution, riding a bicycle, halloween, finger, flowerpot, alien, single, single mother"
"8681","Taken","7.387","10432","Released","2008-02-18","226830568","94","False","/9iQWsXwjOMGDvTDdvCnpiyR0UG3.jpg","25000000","","tt0936501","en","Taken","While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.","58.646","/y5Va1WXDX6nZElVirPrGxf6w99B.jpg","They took his daughter.  He'll take their lives.","Action, Thriller","Wintergreen Productions, EuropaCorp, M6 Films, Grive Productions, TPS Star, M6, All Pictures Media, 20th Century Fox, Canal+","France, United States of America","English, French, Arabic, Albanian","rescue, paris, france, kidnapping, prostitution, sex trafficking, albanian, missing daughter, ex special forces, ex-cia agent, abduction, search for daughter, army veteran"
"351286","Jurassic World: Fallen Kingdom","6.548","10431","Released","2018-06-22","1310466296","129","False","/3s9O5af2xWKWR5JzP2iJZpZeQQg.jpg","170000000","https://www.uphe.com/movies/jurassic-world-fallen-kingdom","tt4881806","en","Jurassic World: Fallen Kingdom","Three years after Jurassic World was destroyed, Isla Nublar now sits abandoned. When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.","44.365","/2CQ53CuWD1KdlOkEWhJcEVjqKn4.jpg","The park is gone.","Action, Adventure, Science Fiction, Thriller","Amblin Entertainment, Universal Pictures","United States of America","English, Russian","tyrannosaurus rex, volcano, rescue mission, sequel, wild animal, prehistoric creature, dinosaur, genetic engineering, aftercreditsstinger, monster island"
"115","The Big Lebowski","7.842","10390","Released","1998-03-06","47010480","117","False","/nevS6wjzCxZESvmjJZqdyZ3RNQ6.jpg","15000000","","tt0118715","en","The Big Lebowski","Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.","30.996","/3bv6WAp6BSxxYvB5ozKFUYuRA8C.jpg","Times like these call for a Big Lebowski.","Comedy, Crime","Gramercy Pictures, PolyGram Filmed Entertainment, Working Title Films","United Kingdom, United States of America","English, Hebrew, Spanish, German","vietnam veteran, white russian, bowling, carpet, nihilism, heart attack, kidnapping, lsd, marijuana, los angeles, california, millionaire, cowboy, ashes, impregnation, bowling team, unemployed, bowling ball, neo-noir, weeds"
"119450","Dawn of the Planet of the Apes","7.306","10321","Released","2014-06-26","710644566","130","False","/zlU8BIkgY7E6SMfD3USTWC6bchL.jpg","170000000","http://www.dawnofapes.com/","tt2103281","en","Dawn of the Planet of the Apes","A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.","59.336","/kScdQEwS9jPEdnO23XjGAtaoRcT.jpg","One last chance for peace.","Science Fiction, Action, Drama, Thriller","TSG Entertainment, Chernin Entertainment, Ingenious Media","United States of America","English","dystopia, post-apocalyptic future, animal attack, leader, colony, forest, sequel, woods, ape, scientist, monkey, medical research, plague, 2030s"
"207","Dead Poets Society","8.312","10311","Released","1989-06-02","235860116","128","False","/hpzQHv8cA7j2Dn2CphOFYmllXzj.jpg","16400000","","tt0097165","en","Dead Poets Society","At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.","38.942","/ai40gM7SUaGA6fthvsd87o8IQq4.jpg","He was their inspiration. He made their lives extraordinary.","Drama","Touchstone Pictures, Silver Screen Partners IV, A Steven Haft Production, Witt/Thomas Productions","United States of America","English, Latin","individual, friendship, philosophy, poetry, literature, professor, coming of age, teacher, school play, vermont, schoolteacher, preparatory school, 1950s, teenager"
"372058","Your Name.","8.514","10303","Released","2016-08-26","357986087","106","False","/dIWwZW7dJJtqC6CgWzYkNVKIUm8.jpg","0","https://www.funimationfilms.com/movie/yourname/","tt5311514","ja","君の名は。","High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.","68.999","/q719jXXEzOoYaps6babgKnONONX.jpg","It was almost like seeing something out of a dream, nothing more or less than a breathtaking view.","Romance, Animation, Drama","CoMix Wave Films, TOHO, KADOKAWA, East Japan Marketing & Communications, AMUSE, voque ting, Lawson Entertainment, 4Kids Entertainment","Japan","Japanese","race against time, afterlife, natural disaster, supernatural, time travel, comet, romance, tragedy, school, body-swap, nonlinear timeline, star crossed lovers, anime, dreams"
"338952","Fantastic Beasts: The Crimes of Grindelwald","6.876","10203","Released","2018-11-14","654855901","134","False","/qrtRKRzoNkf5vemO9tJ2Y4DrHxQ.jpg","200000000","http://www.fantasticbeasts.com","tt4123430","en","Fantastic Beasts: The Crimes of Grindelwald","Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.","29.783","/fMMrl8fD9gRCFJvsx0SuFwkEOop.jpg","Fate of one. Future of all.","Fantasy, Adventure, Family","Warner Bros. Pictures, Heyday Films","United Kingdom, United States of America","English, French","witch, new york city, paris, france, magic, school of witchcraft, sequel, prison escape, old flame, wizard, magical creature, 1920s, good versus evil, dark magic, follower, wizarding world"
"562","Die Hard","7.775","10202","Released","1988-07-15","140767956","131","False","/oIwfoUFfWfESn0Y8u8jv9lc8li1.jpg","28000000","https://www.foxmovies.com/movies/die-hard","tt0095016","en","Die Hard","NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.","36.754","/yFihWxQcmqcaBR31QM6Y8gT6aYV.jpg","Twelve terrorists. One cop. The odds are against John McClane... That's just the way he likes it.","Action, Thriller","Gordon Company, Silver Pictures, 20th Century Fox","United States of America","English, German, Italian","based on novel or book, s.w.a.t., hostage, fbi, christmas party, vault, heist, murder, shootout, los angeles, california, terrorism, one man army, hostage negotiator, one night, 1980s, action hero, german"
"291805","Now You See Me 2","6.83","10172","Released","2016-06-02","334901337","129","False","/qWE206uqSbEXLVATvbB6fUIX8WE.jpg","90000000","http://nowyouseeme.movie","tt3110958","en","Now You See Me 2","One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.","33.753","/A81kDB6a1K86YLlcOtZB27jriJh.jpg","You haven't seen anything yet.","Crime, Thriller, Action, Mystery","Summit Entertainment, Lionsgate, K/O Paper Products, TIK Films","Hong Kong, United States of America","Cantonese, Mandarin, English","prison, new york city, magic, kidnapping, fbi, card trick, secret society, hypnosis, illusion, twin brother, heist, revenge, vigilante, on the run, fake death, perception, illusionist, secrecy, illusionism, debunker, sleight of hand, fbi agent, twists, magic shop, magicians, in hiding, macau, china, exposed, best of the best"
"771","Home Alone","7.412","10140","Released","1990-11-16","476684675","103","False","/bCFhGBYSLFSVdZmBZ6sENhMmi2Z.jpg","18000000","","tt0099785","en","Home Alone","Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before Christmas Day.","1.826","/9wSbe4CwObACCQvaUVhWQyLR5Vz.jpg","A family comedy without the family.","Comedy, Family","Hughes Entertainment, 20th Century Fox","United States of America","English, French","burglar, holiday, family relationships, slapstick comedy, little boy, home invasion, precocious child, booby trap, home alone, suburban chicago, mischievous child, christmas, kids on their own, child rescue"
"604","The Matrix Reloaded","7.039","10128","Released","2003-05-15","738599701","138","False","/pxK1iK6anS6erGg4QePmMKbB1E7.jpg","150000000","","tt0234215","en","The Matrix Reloaded","Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.","44.605","/9TGHDvWrqKBzwDxDodHYXEmOE6J.jpg","Free your mind.","Adventure, Action, Thriller, Science Fiction","Village Roadshow Pictures, Silver Pictures, NPV Entertainment","United States of America","English, French","dying and death, future, mission, man vs machine, underground world, martial arts, kung fu, hero, dream, artificial intelligence (a.i.), computer, saving the world, computer virus, virtual reality, fight, prophecy, faith, truth, key, dystopia, plato, precognition, rave, car crash, cyberpunk, woman director, action hero, gnosticism, oracle"
"953","Madagascar","6.892","10103","Released","2005-05-25","542063846","86","False","/8NCftAWfkETwrbf7QwEaDH1xpus.jpg","75000000","https://www.dreamworks.com/movies/madagascar","tt0351283","en","Madagascar","Alex the lion is the king of the urban jungle, the main attraction at New York's Central Park Zoo. He and his best friends—Marty the zebra, Melman the giraffe and Gloria the hippo—have spent their whole lives in blissful captivity before an admiring public and with regular meals provided for them. Not content to leave well enough alone, Marty lets his curiosity get the better of him and makes his escape—with the help of some prodigious penguins—to explore the world.","54.83","/zMpJY5CJKUufG9OTw0In4eAFqPX.jpg","Someone’s got a zoo loose.","Family, Animation, Adventure, Comedy","DreamWorks Pictures, Pacific Data Images, DreamWorks Animation","United States of America","English, French, German, Portuguese, Spanish","friendship, island, escape, africa, lion, zoo, hippopotamus, giraffe, penguin, cartoon, zebra, slapstick comedy, madagascar, animal, lemur, escaped animal, talking animal"
"266856","The Theory of Everything","7.86","10069","Released","2014-11-26","123726688","123","False","/ke3lanTAgCqPMpOyutIfXzYih2s.jpg","15000000","http://www.focusfeatures.com/the_theory_of_everything","tt2980516","en","The Theory of Everything","The Theory of Everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.","20.867","/wucOQrqihOtHToP7UAPKMFRJ9LL.jpg","His Mind Changed Our World. Her Love Changed His.","Drama, Romance","Working Title Films","United Kingdom","Latin, English, French, Italian","husband wife relationship, biography, based on true story, physicist, based on memoir or autobiography, fictional biography, motor neuron disease, als, cambridge university"
"242582","Nightcrawler","7.703","10032","Released","2014-10-23","50300000","118","False","/wofhl2lsTYCPmMQPsbj6iu9n0P6.jpg","8500000","http://nightcrawlerfilm.com","tt2872718","en","Nightcrawler","When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.","44.274","/j9HrX8f7GbZQm1BrBiR40uFQZSb.jpg","The city shines brightest at night","Crime, Drama, Thriller","Sierra/Affinity, Bold Films","United States of America","English","underground, psychopath, journalism, job interview, cynicism, sociopath, crime scene, psychological thriller, los angeles, california, home invasion, stakeout, newsreel footage, character study, neo-noir, ethics, stringer, police scanner, news business"
"82992","Fast & Furious 6","6.817","10021","Released","2013-05-21","788680968","131","False","/mRfI3y2oAd7ejur2di09xC9niqp.jpg","160000000","https://www.thefastsaga.com/fast-saga/ff6","tt1905041","en","Fast & Furious 6","Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries; Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty.","6.263","/thSmnRdrzPBBospIOJjLZBReqzo.jpg","All roads lead to this","Action, Thriller, Crime","Universal Pictures, Relativity Media, Original Film, One Race, Fuji Television Network, F & F VI Productions A.I.E, dentsu","Japan, Spain, United Kingdom, United States of America","Cantonese, Dutch, English, Japanese, Russian, Spanish","car race, sequel, street race, car theft"
"75612","Oblivion","6.618","10015","Released","2013-04-10","286168572","124","False","/19AqfWi8S99tDmp7hskCeDQuwLU.jpg","120000000","https://www.uphe.com/movies/oblivion","tt1483013","en","Oblivion","Jack Harper is one of the last few drone repairmen stationed on Earth. Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete. His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft. Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.","30.901","/eO3r38fwnhb58M1YgcjQBd3VNcp.jpg","Earth is a memory worth fighting for","Action, Science Fiction, Adventure, Mystery","Universal Pictures, Relativity Media, Monolith Pictures (III), Chernin Entertainment, Radical Studios","United States of America","English","spacecraft, dystopia, post-apocalyptic future, based on comic, space, drone, surveillance, human vs alien, 2070s"
"310","Bruce Almighty","6.706","10010","Released","2003-05-23","484592874","101","False","/8bQbejOvAKe78RXxpkfM04n0K18.jpg","80000000","http://www.brucealmighty.com/","tt0315327","en","Bruce Almighty","Bruce Nolan toils as a 'human interest' television reporter in Buffalo, N.Y., but despite his high ratings and the love of his beautiful girlfriend, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God—and the Almighty responds, endowing Bruce with all of His divine powers.","33.909","/f0QqG14SZYYZcV4VWykVc5w13dz.jpg","In Bruce we trust?","Fantasy, Comedy","Pit Bull Productions, Spyglass Entertainment, Universal Pictures, Shady Acres Entertainment","United States of America","English","new love, lovesickness, moon, street gang, moses, faith, prayer, christianity, journalism, car crash, god, religion, relationship, news reporter, female journalist, religious conflict, responsibility, praying, almighty"
"13223","Gran Torino","7.994","10003","Released","2008-12-12","269958228","116","False","/wmsePXV2z1b6ecXuKKrFbG0Q92P.jpg","33000000","http://www.thegrantorino.com/","tt1205489","en","Gran Torino","Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, Thao Lor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.","35.849","/zUybYvxWdAJy5hhYovsXtHSWI1l.jpg","Ever come across somebody you shouldn't have f#cked with?","Drama","Matten Productions, Double Nickel Entertainment, Gerber Pictures, Malpaso Productions, Village Roadshow Pictures, WV Films IV, Warner Bros. Pictures","United States of America, Germany","English","rape, war veteran, gangster, immigration, old man, priest, gang, detroit, michigan, widower, hmong"
